"Account_Length";"Phone_Number";"Inter_Plan";"Total_Day_Min";"Total_Day_calls";"Total_Evening_Min";"Total_Evening_Calls";"Total_Night_Minutes";"Total_Night_Calls";"Total_Int_Min";"Total_Int_Calls";"No_of_Calls_Customer_Service";"Churn";"N_of_Vmail_Mesgs_VMail_Plan";"Total_Charge"
94.0;"333-2964";"no";136.2;114.0;165.1;118.0;137.9;71.0;9.6;5.0;0.0;"FALSE";-1.0;45.98
115.0;"406-6669";"no";222.6;81.0;190.3;109.0;201.2;87.0;11.5;2.0;1.0;"FALSE";29.0;66.18
61.0;"409-8802";"no";197.3;67.0;264.5;106.0;210.5;116.0;9.0;6.0;1.0;"FALSE";-1.0;67.92
143.0;"354-6183";"no";141.4;130.0;186.4;114.0;210.0;111.0;7.7;6.0;1.0;"FALSE";33.0;51.41
110.0;"354-2434";"no";208.0;69.0;95.1;94.0;178.5;129.0;8.0;11.0;1.0;"FALSE";-1.0;53.629999999999995
104.0;"389-7620";"no";118.5;92.0;177.8;109.0;255.7;98.0;12.1;4.0;1.0;"FALSE";-1.0;50.04
16.0;"338-1724";"no";153.2;65.0;229.7;90.0;148.2;94.0;10.7;8.0;1.0;"FALSE";-1.0;55.120000000000005
183.0;"399-1750";"no";108.3;87.0;183.6;116.0;176.6;109.0;13.5;2.0;0.0;"FALSE";-1.0;45.62
147.0;"354-8914";"no";168.6;92.0;187.7;107.0;216.5;95.0;14.4;8.0;2.0;"FALSE";-1.0;58.24
58.0;"409-2983";"no";247.2;116.0;303.7;103.0;105.4;94.0;9.3;2.0;2.0;"TRUE";-1.0;75.08
102.0;"329-9689";"yes";224.2;81.0;243.3;90.0;147.8;66.0;12.0;8.0;3.0;"FALSE";-1.0;68.68
123.0;"337-8950";"no";166.9;98.0;221.8;77.0;243.9;114.0;12.8;4.0;3.0;"FALSE";-1.0;61.66
64.0;"374-1836";"no";118.4;100.0;144.1;108.0;158.1;91.0;8.5;6.0;1.0;"FALSE";43.0;41.78999999999999
103.0;"359-9454";"no";190.9;62.0;226.6;53.0;230.1;96.0;7.8;3.0;2.0;"FALSE";-1.0;64.17
152.0;"378-9542";"no";317.8;60.0;152.9;100.0;123.4;63.0;10.4;7.0;1.0;"TRUE";-1.0;75.39
124.0;"344-1970";"no";312.0;112.0;180.0;109.0;168.6;94.0;12.8;4.0;1.0;"TRUE";-1.0;79.39
97.0;"417-2774";"no";146.0;121.0;203.0;141.0;151.8;120.0;13.3;2.0;1.0;"FALSE";-1.0;52.5
131.0;"333-9002";"no";131.6;95.0;179.3;109.0;251.2;129.0;15.5;3.0;1.0;"TRUE";-1.0;53.099999999999994
57.0;"369-8576";"no";193.4;105.0;231.6;79.0;226.2;90.0;11.1;11.0;2.0;"FALSE";33.0;65.75
157.0;"372-6920";"no";185.1;92.0;213.0;85.0;196.1;85.0;8.5;5.0;2.0;"FALSE";-1.0;60.699999999999996
194.0;"333-6575";"no";193.3;106.0;169.0;150.0;225.2;122.0;11.8;4.0;0.0;"FALSE";-1.0;60.55
66.0;"410-1190";"no";146.4;107.0;196.5;99.0;230.1;106.0;7.8;2.0;1.0;"FALSE";-1.0;54.050000000000004
155.0;"376-1641";"no";71.2;90.0;304.4;119.0;183.3;103.0;8.6;4.0;0.0;"FALSE";-1.0;48.54
123.0;"329-6731";"no";123.2;104.0;190.0;117.0;170.3;95.0;12.9;5.0;4.0;"TRUE";-1.0;48.230000000000004
116.0;"393-3976";"no";205.0;90.0;140.9;114.0;272.6;96.0;7.5;4.0;2.0;"FALSE";-1.0;61.129999999999995
63.0;"388-7355";"no";128.7;78.0;240.8;133.0;237.7;121.0;12.8;6.0;1.0;"FALSE";-1.0;56.50999999999999
64.0;"412-7791";"no";216.9;78.0;211.0;115.0;179.8;116.0;11.4;5.0;3.0;"FALSE";-1.0;65.98
96.0;"368-6111";"no";150.0;122.0;218.5;116.0;212.4;89.0;9.8;1.0;3.0;"FALSE";-1.0;56.28
53.0;"401-9420";"no";164.1;106.0;206.0;56.0;194.7;124.0;11.4;2.0;1.0;"FALSE";-1.0;57.24999999999999
105.0;"352-5750";"no";212.0;113.0;226.6;128.0;193.6;114.0;8.9;7.0;3.0;"FALSE";-1.0;66.41
53.0;"417-3702";"no";167.3;99.0;194.7;99.0;236.7;112.0;12.0;9.0;2.0;"FALSE";37.0;58.88
101.0;"353-5714";"no";154.4;130.0;217.2;101.0;185.4;52.0;13.9;4.0;1.0;"FALSE";-1.0;56.8
129.0;"409-9494";"no";177.3;95.0;211.8;102.0;240.2;108.0;9.3;7.0;3.0;"FALSE";30.0;61.46
122.0;"395-1901";"no";231.2;141.0;267.8;136.0;240.3;100.0;8.8;5.0;1.0;"TRUE";-1.0;75.25
163.0;"378-8342";"no";202.9;100.0;178.6;46.0;203.8;116.0;12.8;3.0;5.0;"FALSE";-1.0;62.300000000000004
93.0;"417-6044";"no";149.6;120.0;200.7;85.0;181.2;107.0;14.3;9.0;0.0;"FALSE";-1.0;54.49999999999999
115.0;"348-1163";"yes";345.3;81.0;203.4;106.0;217.5;107.0;11.8;8.0;1.0;"TRUE";-1.0;88.97
25.0;"337-4600";"no";264.9;80.0;281.2;66.0;166.1;80.0;8.4;4.0;1.0;"TRUE";-1.0;78.67
73.0;"355-5922";"no";122.0;92.0;138.3;114.0;224.2;128.0;5.8;5.0;1.0;"FALSE";-1.0;44.16
120.0;"369-5810";"no";177.2;88.0;270.4;99.0;231.5;90.0;14.0;2.0;2.0;"FALSE";-1.0;67.3
196.0;"340-8291";"no";133.1;80.0;206.5;120.0;221.6;96.0;10.3;8.0;1.0;"FALSE";-1.0;52.93
97.0;"354-7397";"no";225.1;90.0;279.5;127.0;233.8;103.0;8.8;4.0;0.0;"TRUE";-1.0;74.92999999999999
148.0;"407-7464";"no";208.4;120.0;174.4;99.0;310.7;105.0;11.2;4.0;1.0;"FALSE";-1.0;67.25
85.0;"386-6411";"no";173.1;107.0;247.2;101.0;158.7;104.0;11.5;5.0;1.0;"FALSE";30.0;60.69
86.0;"397-3746";"yes";162.4;131.0;167.0;102.0;128.9;118.0;11.4;2.0;2.0;"TRUE";-1.0;50.69
78.0;"410-5236";"no";281.2;93.0;178.2;101.0;244.2;129.0;6.4;5.0;2.0;"FALSE";13.0;75.66999999999999
106.0;"409-2412";"no";208.3;89.0;169.4;67.0;102.0;90.0;15.9;4.0;3.0;"FALSE";-1.0;58.69
147.0;"400-7280";"no";243.4;126.0;273.8;109.0;282.9;91.0;14.1;8.0;2.0;"FALSE";38.0;81.19000000000001
145.0;"332-5820";"no";224.2;89.0;314.9;121.0;182.9;121.0;16.1;3.0;1.0;"TRUE";-1.0;77.46
91.0;"373-4483";"no";189.3;100.0;239.3;107.0;89.7;89.0;9.9;3.0;3.0;"FALSE";-1.0;59.23
81.0;"347-6717";"no";168.3;124.0;270.9;103.0;222.5;98.0;6.7;2.0;4.0;"FALSE";46.0;63.46
116.0;"380-2929";"no";232.9;90.0;152.1;94.0;344.3;82.0;10.7;6.0;1.0;"FALSE";24.0;70.9
69.0;"420-7692";"no";155.0;98.0;142.4;105.0;143.7;117.0;5.9;4.0;1.0;"FALSE";37.0;46.510000000000005
135.0;"380-6437";"no";154.4;130.0;203.8;90.0;158.7;59.0;11.8;3.0;0.0;"FALSE";-1.0;53.9
73.0;"377-8309";"no";234.7;102.0;195.7;110.0;253.4;71.0;8.4;8.0;2.0;"FALSE";-1.0;70.2
48.0;"407-2718";"no";240.0;88.0;141.0;117.0;128.9;137.0;7.1;9.0;1.0;"FALSE";-1.0;60.51
125.0;"357-1938";"yes";298.4;78.0;270.5;142.0;107.3;84.0;12.2;2.0;0.0;"TRUE";-1.0;81.84
100.0;"381-3735";"no";166.0;102.0;236.1;97.0;134.3;93.0;10.9;4.0;1.0;"FALSE";-1.0;57.269999999999996
165.0;"409-8453";"no";111.6;140.0;213.3;111.0;267.6;115.0;16.0;3.0;0.0;"FALSE";33.0;53.459999999999994
64.0;"395-6758";"no";174.5;98.0;180.2;103.0;179.0;89.0;10.7;2.0;2.0;"FALSE";-1.0;55.940000000000005
116.0;"399-5424";"yes";175.5;137.0;210.6;60.0;294.8;121.0;6.9;5.0;1.0;"FALSE";27.0;62.86999999999999
147.0;"409-4671";"yes";157.5;109.0;189.6;67.0;227.0;76.0;11.1;2.0;3.0;"TRUE";35.0;56.120000000000005
115.0;"374-6525";"no";206.2;113.0;176.4;102.0;297.1;119.0;11.0;7.0;1.0;"FALSE";-1.0;66.38
84.0;"406-8665";"no";207.5;138.0;201.0;116.0;164.5;107.0;7.5;16.0;4.0;"FALSE";35.0;61.800000000000004
86.0;"342-7716";"no";144.8;105.0;206.2;111.0;255.4;117.0;11.6;2.0;4.0;"FALSE";16.0;56.77000000000001
134.0;"417-2221";"no";258.8;85.0;129.5;114.0;193.6;106.0;10.9;7.0;2.0;"FALSE";-1.0;66.66
105.0;"376-5213";"no";226.9;106.0;182.2;77.0;203.9;107.0;11.6;2.0;0.0;"TRUE";-1.0;66.37
88.0;"348-7448";"no";152.9;119.0;171.2;107.0;257.0;106.0;12.0;5.0;2.0;"FALSE";-1.0;55.35
90.0;"328-8179";"no";156.7;51.0;236.5;118.0;123.2;111.0;12.6;6.0;2.0;"FALSE";27.0;55.68
86.0;"389-4602";"no";150.8;85.0;295.9;88.0;247.2;104.0;12.5;1.0;1.0;"FALSE";-1.0;65.29
37.0;"413-2238";"no";221.0;126.0;204.5;110.0;118.0;98.0;6.8;3.0;4.0;"FALSE";-1.0;62.10000000000001
141.0;"402-3370";"no";322.4;92.0;283.2;107.0;209.5;111.0;6.7;3.0;1.0;"TRUE";32.0;90.12
148.0;"348-6008";"no";153.6;148.0;262.1;87.0;225.5;99.0;9.8;3.0;2.0;"FALSE";-1.0;61.19
163.0;"371-5655";"no";215.1;91.0;138.9;102.0;146.2;109.0;12.4;2.0;2.0;"FALSE";22.0;58.31
89.0;"374-5224";"no";174.4;108.0;196.7;100.0;127.4;74.0;11.8;3.0;1.0;"FALSE";35.0;55.28999999999999
63.0;"371-1187";"no";180.5;126.0;230.0;98.0;232.5;73.0;10.6;3.0;0.0;"FALSE";-1.0;63.56
102.0;"337-1100";"no";123.1;106.0;182.0;102.0;244.6;75.0;12.6;7.0;2.0;"FALSE";-1.0;50.809999999999995
76.0;"421-8141";"no";165.7;94.0;257.4;80.0;170.8;114.0;10.0;4.0;1.0;"FALSE";-1.0;60.44
104.0;"406-2678";"no";200.2;92.0;118.7;87.0;236.6;65.0;6.0;6.0;2.0;"FALSE";-1.0;56.39
109.0;"415-9649";"no";154.8;82.0;287.7;109.0;208.4;80.0;5.9;9.0;3.0;"FALSE";-1.0;61.74
105.0;"364-8128";"no";125.4;116.0;261.5;95.0;241.6;104.0;11.4;9.0;2.0;"FALSE";-1.0;57.49999999999999
63.0;"356-7817";"no";184.2;111.0;312.6;89.0;264.0;55.0;12.2;4.0;1.0;"FALSE";33.0;73.05
105.0;"404-6357";"no";274.7;99.0;193.5;118.0;299.6;109.0;10.8;3.0;3.0;"FALSE";24.0;79.55000000000001
68.0;"398-2138";"yes";142.0;140.0;241.6;89.0;302.0;72.0;11.3;5.0;1.0;"FALSE";39.0;61.31999999999999
63.0;"378-8029";"yes";151.5;99.0;147.8;89.0;210.4;114.0;10.0;4.0;1.0;"FALSE";21.0;50.49
74.0;"386-4215";"no";124.8;114.0;133.0;121.0;160.3;85.0;10.6;7.0;3.0;"FALSE";-1.0;42.6
76.0;"367-8156";"no";179.2;85.0;222.9;66.0;188.2;113.0;12.4;2.0;0.0;"FALSE";-1.0;61.23
91.0;"382-8079";"yes";246.4;110.0;182.0;98.0;157.6;106.0;12.1;2.0;2.0;"TRUE";-1.0;67.72
101.0;"354-2985";"no";232.7;114.0;186.4;123.0;153.3;122.0;11.5;6.0;5.0;"FALSE";-1.0;65.41000000000001
116.0;"373-6922";"no";288.0;120.0;255.8;90.0;233.4;99.0;13.4;4.0;0.0;"TRUE";-1.0;84.82000000000001
131.0;"397-7125";"no";170.8;145.0;236.7;93.0;294.5;100.0;12.7;1.0;1.0;"FALSE";23.0;65.84
84.0;"333-6296";"no";216.1;114.0;197.5;107.0;217.8;104.0;9.8;3.0;1.0;"FALSE";-1.0;65.98
104.0;"365-6022";"no";138.7;100.0;215.4;58.0;164.3;98.0;4.9;4.0;2.0;"FALSE";-1.0;50.6
108.0;"365-1688";"no";210.7;112.0;238.7;73.0;253.6;90.0;9.2;5.0;3.0;"FALSE";-1.0;70.0
111.0;"382-4872";"no";181.8;117.0;158.1;91.0;266.2;123.0;9.7;9.0;0.0;"FALSE";-1.0;58.95
155.0;"367-6136";"no";61.6;103.0;255.1;110.0;225.9;96.0;12.4;5.0;1.0;"FALSE";30.0;45.67
66.0;"404-3592";"no";207.7;85.0;196.7;112.0;261.7;83.0;6.8;3.0;1.0;"FALSE";-1.0;65.65
64.0;"415-2949";"no";219.2;73.0;167.0;65.0;161.4;119.0;10.0;5.0;1.0;"FALSE";-1.0;61.419999999999995
69.0;"375-8880";"no";227.0;122.0;258.7;111.0;169.7;87.0;8.9;1.0;2.0;"FALSE";-1.0;70.61999999999999
116.0;"335-6832";"no";245.9;73.0;240.1;87.0;158.7;89.0;8.9;5.0;3.0;"FALSE";-1.0;71.75
101.0;"361-8367";"no";257.3;84.0;184.8;115.0;108.9;109.0;13.5;7.0;0.0;"FALSE";-1.0;68.0
15.0;"408-2002";"no";121.1;130.0;216.0;86.0;235.1;33.0;16.1;5.0;2.0;"FALSE";-1.0;53.88
88.0;"347-8659";"no";301.5;136.0;257.7;72.0;132.9;118.0;13.4;2.0;4.0;"TRUE";-1.0;82.76
197.0;"376-2922";"no";233.9;96.0;218.9;111.0;182.9;109.0;9.5;3.0;0.0;"FALSE";-1.0;69.17
50.0;"382-2182";"yes";99.6;108.0;308.7;102.0;161.2;62.0;13.7;6.0;2.0;"TRUE";-1.0;54.120000000000005
172.0;"408-2089";"no";169.8;123.0;183.1;94.0;395.0;72.0;12.7;7.0;2.0;"FALSE";-1.0;65.63
188.0;"369-6890";"yes";198.8;115.0;166.6;67.0;198.5;118.0;14.4;3.0;1.0;"TRUE";26.0;60.779999999999994
85.0;"347-2951";"yes";116.2;86.0;229.7;127.0;204.2;109.0;10.1;3.0;3.0;"FALSE";-1.0;51.18999999999999
103.0;"420-6324";"yes";255.9;128.0;140.9;92.0;308.9;130.0;12.1;2.0;1.0;"TRUE";-1.0;72.65
136.0;"402-7650";"no";187.7;84.0;221.0;147.0;145.7;110.0;10.0;4.0;3.0;"FALSE";27.0;59.96000000000001
155.0;"391-2702";"no";195.9;91.0;213.9;84.0;88.2;111.0;8.6;4.0;0.0;"FALSE";21.0;57.769999999999996
145.0;"383-3375";"no";129.4;97.0;185.4;101.0;204.7;106.0;1.1;2.0;2.0;"FALSE";-1.0;47.269999999999996
116.0;"392-2733";"no";221.0;108.0;151.0;118.0;179.0;80.0;9.0;6.0;2.0;"FALSE";12.0;60.9
152.0;"397-9933";"no";140.5;92.0;186.8;96.0;227.0;89.0;9.5;5.0;2.0;"FALSE";-1.0;52.56
65.0;"383-9306";"yes";277.9;123.0;155.8;112.0;256.9;71.0;9.2;10.0;0.0;"TRUE";-1.0;74.52
180.0;"369-1929";"no";224.9;105.0;250.0;101.0;216.1;73.0;6.7;5.0;3.0;"TRUE";-1.0;71.01
67.0;"369-4377";"no";109.1;117.0;217.4;124.0;188.4;141.0;12.8;6.0;0.0;"FALSE";-1.0;48.97
60.0;"366-9430";"no";207.8;109.0;123.5;112.0;291.6;115.0;5.7;9.0;0.0;"FALSE";-1.0;60.489999999999995
138.0;"353-7407";"no";205.9;96.0;257.1;94.0;209.0;63.0;12.1;8.0;0.0;"FALSE";-1.0;69.52000000000001
44.0;"359-7426";"no";308.6;139.0;150.8;94.0;198.7;66.0;7.3;3.0;4.0;"TRUE";-1.0;76.19
25.0;"332-7391";"no";242.6;69.0;209.0;117.0;219.7;82.0;14.4;6.0;2.0;"FALSE";-1.0;72.79
145.0;"405-6559";"no";229.6;82.0;138.1;103.0;250.8;109.0;3.3;3.0;1.0;"FALSE";-1.0;62.95
122.0;"338-8784";"no";166.0;62.0;233.9;88.0;170.1;84.0;7.7;3.0;2.0;"FALSE";28.0;57.82999999999999
121.0;"415-6347";"no";144.8;126.0;200.6;82.0;208.8;81.0;13.3;9.0;0.0;"TRUE";-1.0;54.660000000000004
55.0;"354-5058";"yes";106.1;77.0;123.5;100.0;96.4;92.0;12.9;3.0;0.0;"FALSE";-1.0;36.36
77.0;"342-5701";"no";221.8;84.0;166.0;125.0;210.2;72.0;13.2;4.0;1.0;"FALSE";-1.0;64.84
12.0;"378-4179";"no";204.6;98.0;212.5;90.0;182.1;95.0;9.8;7.0;2.0;"FALSE";-1.0;63.68
64.0;"407-6391";"no";213.5;93.0;166.6;114.0;122.0;78.0;14.1;3.0;3.0;"FALSE";-1.0;59.76
92.0;"404-3105";"no";152.0;95.0;274.9;73.0;162.4;121.0;10.0;1.0;2.0;"FALSE";44.0;59.220000000000006
125.0;"390-9735";"yes";260.8;81.0;163.7;112.0;271.7;117.0;17.0;6.0;1.0;"TRUE";29.0;75.07000000000001
160.0;"350-4820";"no";166.4;117.0;317.0;129.0;160.4;121.0;10.0;2.0;1.0;"FALSE";-1.0;65.16
79.0;"383-8807";"no";177.9;83.0;167.3;84.0;223.7;142.0;15.2;8.0;0.0;"FALSE";-1.0;58.63
36.0;"366-8382";"no";235.1;97.0;196.8;104.0;259.7;110.0;7.0;7.0;3.0;"FALSE";-1.0;70.28
102.0;"402-9704";"no";186.8;92.0;173.7;123.0;250.9;131.0;9.7;4.0;2.0;"FALSE";-1.0;60.43
138.0;"405-2209";"yes";268.4;81.0;174.4;115.0;193.5;96.0;11.6;4.0;1.0;"FALSE";-1.0;72.29
164.0;"397-3939";"no";192.1;95.0;249.8;94.0;132.6;100.0;7.3;3.0;3.0;"FALSE";-1.0;61.83
125.0;"343-2689";"no";240.7;82.0;269.4;85.0;187.1;74.0;10.1;3.0;0.0;"TRUE";-1.0;74.97
72.0;"383-9448";"no";179.9;113.0;149.8;112.0;168.2;79.0;9.8;7.0;2.0;"FALSE";-1.0;53.53
74.0;"359-6232";"no";314.1;86.0;222.4;99.0;259.0;121.0;12.3;5.0;3.0;"TRUE";-1.0;87.27999999999999
134.0;"369-9772";"no";162.0;82.0;324.7;77.0;160.1;112.0;11.9;5.0;0.0;"FALSE";41.0;65.55
145.0;"381-7003";"no";175.8;89.0;274.3;119.0;226.6;69.0;12.4;4.0;1.0;"FALSE";-1.0;66.76
136.0;"352-6732";"no";109.4;91.0;207.5;111.0;135.0;107.0;11.6;5.0;0.0;"FALSE";-1.0;45.45
209.0;"388-7540";"no";255.1;124.0;230.6;110.0;218.0;69.0;8.5;5.0;3.0;"TRUE";-1.0;75.08
66.0;"356-3333";"yes";208.7;84.0;173.3;88.0;264.7;107.0;8.3;3.0;3.0;"FALSE";-1.0;64.36
152.0;"333-9664";"no";214.6;108.0;96.6;82.0;170.7;145.0;7.9;5.0;1.0;"FALSE";20.0;54.5
162.0;"363-3763";"no";49.2;121.0;143.9;136.0;203.0;97.0;12.1;13.0;1.0;"FALSE";-1.0;33.0
72.0;"345-7900";"no";141.3;133.0;134.9;96.0;227.5;97.0;11.2;3.0;2.0;"FALSE";-1.0;48.75000000000001
101.0;"400-5511";"no";253.2;89.0;237.9;114.0;154.3;85.0;9.7;7.0;4.0;"FALSE";-1.0;72.82
125.0;"381-7597";"no";206.0;128.0;198.1;71.0;135.9;116.0;13.2;3.0;0.0;"FALSE";-1.0;61.54
46.0;"404-9775";"no";40.4;105.0;172.4;83.0;145.1;89.0;9.0;2.0;2.0;"FALSE";-1.0;30.48
132.0;"389-4608";"no";291.2;104.0;234.2;132.0;191.7;87.0;8.9;3.0;1.0;"TRUE";-1.0;80.44
193.0;"403-1742";"no";71.2;58.0;124.7;105.0;155.5;108.0;11.7;3.0;0.0;"FALSE";31.0;32.86
63.0;"328-9797";"no";261.8;69.0;245.0;135.0;202.1;94.0;14.7;4.0;0.0;"TRUE";-1.0;78.4
124.0;"359-9223";"no";191.3;134.0;261.5;113.0;182.3;111.0;10.0;3.0;1.0;"FALSE";-1.0;65.65
144.0;"336-7696";"no";133.3;101.0;255.5;127.0;228.6;68.0;11.6;2.0;0.0;"FALSE";-1.0;57.8
116.0;"369-2214";"no";183.6;138.0;203.8;90.0;166.9;89.0;6.0;3.0;2.0;"FALSE";24.0;57.66
189.0;"411-1325";"no";155.2;116.0;195.5;50.0;170.1;108.0;15.4;6.0;1.0;"FALSE";30.0;54.809999999999995
97.0;"410-7553";"no";283.1;93.0;185.4;98.0;312.8;78.0;6.1;8.0;1.0;"FALSE";28.0;79.62
137.0;"376-4284";"no";186.5;94.0;178.0;106.0;215.6;100.0;12.1;4.0;2.0;"FALSE";50.0;59.81
142.0;"334-2800";"no";163.3;104.0;136.0;114.0;249.1;127.0;4.3;6.0;0.0;"FALSE";38.0;51.69
84.0;"369-1904";"no";203.4;125.0;182.9;88.0;213.7;121.0;13.8;2.0;1.0;"FALSE";-1.0;63.47999999999999
119.0;"359-3833";"no";178.1;110.0;212.8;100.0;226.3;123.0;10.0;6.0;1.0;"FALSE";19.0;61.25000000000001
158.0;"348-5569";"no";195.9;103.0;89.1;95.0;302.2;82.0;10.3;3.0;1.0;"FALSE";-1.0;57.25
50.0;"342-1960";"no";295.3;127.0;127.4;100.0;166.8;105.0;9.6;6.0;1.0;"FALSE";-1.0;71.13000000000001
98.0;"352-9050";"no";136.1;82.0;156.3;118.0;158.8;83.0;10.1;5.0;2.0;"FALSE";-1.0;46.309999999999995
101.0;"390-5316";"no";114.1;95.0;161.5;86.0;176.3;90.0;13.0;9.0;2.0;"FALSE";24.0;44.56999999999999
182.0;"418-8568";"no";279.1;124.0;180.5;108.0;217.5;104.0;9.5;11.0;2.0;"TRUE";-1.0;75.15
51.0;"401-4844";"no";169.3;111.0;139.5;69.0;197.0;87.0;12.0;3.0;0.0;"FALSE";-1.0;52.75
117.0;"376-5471";"no";214.4;94.0;138.0;149.0;148.7;102.0;9.9;1.0;2.0;"FALSE";-1.0;57.540000000000006
92.0;"409-2917";"yes";255.8;125.0;142.7;111.0;181.2;101.0;11.7;3.0;0.0;"FALSE";-1.0;66.93
86.0;"369-6308";"no";148.2;71.0;285.1;91.0;166.4;155.0;6.2;3.0;2.0;"FALSE";-1.0;58.580000000000005
122.0;"357-7385";"no";119.3;93.0;223.9;103.0;211.9;122.0;8.7;4.0;2.0;"FALSE";-1.0;51.2
156.0;"405-7119";"no";192.3;137.0;199.9;115.0;244.2;112.0;14.8;8.0;1.0;"FALSE";27.0;64.66999999999999
127.0;"405-3309";"no";245.2;91.0;217.2;92.0;243.1;128.0;13.9;6.0;0.0;"TRUE";-1.0;74.83
130.0;"384-4938";"yes";216.2;106.0;363.7;86.0;126.7;123.0;16.9;2.0;5.0;"TRUE";-1.0;77.92
158.0;"377-2725";"no";172.4;114.0;256.6;69.0;235.3;104.0;0.0;0.0;2.0;"FALSE";-1.0;61.709999999999994
145.0;"405-6398";"yes";175.3;107.0;153.3;116.0;233.6;85.0;11.1;3.0;1.0;"FALSE";30.0;56.339999999999996
90.0;"355-9366";"yes";169.0;104.0;188.8;104.0;213.3;76.0;13.3;3.0;0.0;"TRUE";26.0;57.970000000000006
127.0;"403-1128";"no";2.6;113.0;254.0;102.0;242.7;156.0;9.2;5.0;3.0;"FALSE";27.0;35.43
109.0;"384-9682";"no";184.1;143.0;211.7;105.0;243.0;116.0;9.9;2.0;1.0;"FALSE";-1.0;62.89
88.0;"352-5393";"no";181.9;90.0;151.5;87.0;143.0;100.0;7.5;3.0;1.0;"FALSE";-1.0;52.27
101.0;"395-1229";"no";160.1;116.0;210.0;121.0;139.1;65.0;10.8;9.0;0.0;"FALSE";9.0;54.25
171.0;"361-9195";"no";189.8;122.0;173.7;85.0;257.1;84.0;10.3;1.0;0.0;"FALSE";-1.0;61.38
21.0;"351-6366";"no";223.2;142.0;216.5;114.0;214.7;111.0;12.4;2.0;1.0;"FALSE";-1.0;69.35
145.0;"346-4919";"no";216.0;94.0;225.1;123.0;234.7;109.0;10.7;1.0;2.0;"FALSE";31.0;69.3
90.0;"354-9068";"no";198.5;124.0;266.6;100.0;243.3;80.0;8.0;7.0;2.0;"FALSE";-1.0;69.52
33.0;"369-2743";"no";159.5;115.0;195.4;118.0;102.4;86.0;7.1;7.0;1.0;"FALSE";-1.0;50.260000000000005
61.0;"343-1347";"no";105.0;78.0;180.6;100.0;174.1;115.0;10.2;2.0;2.0;"TRUE";40.0;43.78
107.0;"336-5495";"no";204.5;108.0;162.4;110.0;155.0;102.0;13.4;1.0;3.0;"FALSE";-1.0;59.17
147.0;"376-4292";"no";274.0;92.0;231.8;82.0;283.6;83.0;6.2;1.0;0.0;"TRUE";-1.0;80.71000000000001
117.0;"391-8677";"no";158.7;84.0;181.7;91.0;177.3;67.0;7.7;10.0;2.0;"FALSE";-1.0;52.480000000000004
95.0;"350-7273";"no";229.9;116.0;202.4;110.0;171.4;105.0;14.2;6.0;1.0;"FALSE";-1.0;67.82
186.0;"400-6454";"no";137.8;97.0;187.7;118.0;146.4;85.0;8.7;6.0;1.0;"FALSE";-1.0;48.31999999999999
128.0;"422-3052";"no";179.4;94.0;270.4;92.0;191.0;88.0;7.9;4.0;0.0;"FALSE";-1.0;64.2
55.0;"365-6756";"no";139.3;101.0;178.3;117.0;246.5;104.0;8.1;1.0;3.0;"FALSE";39.0;52.120000000000005
134.0;"406-4158";"no";7.8;86.0;171.4;100.0;186.5;80.0;12.9;2.0;2.0;"FALSE";-1.0;27.77
96.0;"383-4641";"no";183.1;88.0;147.4;89.0;350.2;108.0;11.3;7.0;1.0;"FALSE";23.0;62.46999999999999
107.0;"368-5165";"no";206.9;79.0;262.4;117.0;149.3;69.0;10.7;3.0;0.0;"FALSE";-1.0;67.08
123.0;"378-2432";"no";140.0;106.0;153.7;101.0;50.1;87.0;12.5;1.0;2.0;"FALSE";-1.0;42.49
35.0;"362-4159";"no";179.2;59.0;283.3;101.0;285.4;83.0;5.8;7.0;2.0;"FALSE";-1.0;68.95
74.0;"363-7979";"no";177.4;136.0;240.3;104.0;237.3;133.0;12.0;3.0;0.0;"FALSE";-1.0;64.51
130.0;"334-9818";"no";115.6;129.0;167.8;104.0;141.8;124.0;12.6;9.0;1.0;"FALSE";-1.0;43.69
137.0;"352-5787";"yes";237.3;103.0;176.7;84.0;263.4;81.0;14.2;4.0;0.0;"TRUE";-1.0;71.03999999999999
88.0;"332-3617";"no";181.5;116.0;187.0;119.0;220.3;96.0;10.5;7.0;1.0;"FALSE";-1.0;59.50999999999999
80.0;"327-9957";"no";51.5;90.0;164.0;98.0;169.4;80.0;9.5;4.0;3.0;"FALSE";-1.0;32.89
116.0;"338-7527";"no";155.7;104.0;185.4;118.0;192.7;116.0;8.2;2.0;3.0;"FALSE";19.0;53.11
123.0;"348-8711";"no";245.0;88.0;265.0;105.0;239.7;108.0;14.9;3.0;2.0;"FALSE";23.0;78.99000000000001
120.0;"421-3226";"no";131.7;99.0;163.1;109.0;201.1;116.0;10.7;3.0;1.0;"FALSE";-1.0;48.19
146.0;"391-4358";"yes";111.1;126.0;313.4;95.0;215.7;82.0;10.5;6.0;1.0;"FALSE";-1.0;58.080000000000005
106.0;"379-2523";"no";88.5;100.0;324.8;109.0;79.9;86.0;8.2;4.0;3.0;"FALSE";9.0;48.47
121.0;"419-2369";"no";116.0;85.0;150.1;120.0;246.8;98.0;12.0;2.0;1.0;"FALSE";44.0;46.83
137.0;"382-1227";"no";155.5;81.0;133.1;94.0;253.1;77.0;9.1;2.0;1.0;"FALSE";-1.0;51.6
